date,lambda,mri,nlp_regime,rationale,w_ridge_Mkt_RF,w_ridge_SMB,w_ridge_HML,w_ridge_UMD,w_llm_Mkt_RF,w_llm_SMB,w_llm_HML,w_llm_UMD,w_final_Mkt_RF,w_final_SMB,w_final_HML,w_final_UMD
2015-11-30,0.6667074014019423,0.755447121734133,0.632474622099835,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.3015589038045007,0.12593115428610335,0.1224274952144483,0.4500824466949477,0.3636950805725874,0.18723691886329585,0.1710972417607616,0.27797075880335514,0.3429855527506035,0.1668041612783226,0.154875975461232,0.33533431050984186
2015-12-31,0.7353653747400277,1.374900943586877,0.719786170784649,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.17149277637530178,0.08340208063916131,0.577437987730616,0.16766715525492096,0.3821339100133711,0.18042150730315543,0.14780732472850047,0.2896372579549729,0.3263909725487249,0.154746807684992,0.26150247423225875,0.25735974553402435
2016-01-31,0.7712824862419101,1.8911975597258894,0.7248446892611659,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.16518846798696524,0.09513618868978974,0.1323480020170565,0.6073273413061886,0.3932255462982874,0.176375571878732,0.13166704410176866,0.2987318377212119,0.34106947270226295,0.15779470213651636,0.1318227911031272,0.3693130340580935
2016-02-29,0.760669566782869,1.7164125773654086,0.7248446892611659,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.17053473635113148,0.19645985708977762,0.19682192687751426,0.43618347968157667,0.3877098289844456,0.1779040176361134,0.14002175988186877,0.29436439349757215,0.33573321998054395,0.1823449947312664,0.15361576845574199,0.3283060168324476
2016-03-31,0.7801233604781683,2.144716102119978,0.6859830336827599,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6436846983817823,0.09781056911251908,0.08240009965426666,0.176104632851432,0.39667485131243535,0.17559133604262087,0.12740166823575638,0.3003321444091874,0.4509865464148449,0.15848916239059926,0.11750687456284718,0.2730174166317086
2016-04-30,0.7349015961432992,2.039238534169473,0.34311701698607067,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.46775662275740737,0.07924458119529963,0.1680562718143638,0.2849425242329292,0.3822838192811512,0.18101112429525185,0.14342703816531063,0.29327801825828637,0.4049425230558642,0.15403297615344036,0.14995620869388837,0.2910682920968071
2016-05-31,0.6803388569755316,1.2409551579889255,0.34311701698607067,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.39490644501596006,0.3188442006986904,0.14071520823694594,0.14553414604840356,0.36821550668293895,0.1863721608115077,0.16370217836210746,0.281710154143446,0.3767475625388681,0.22871832450062748,0.15635413721722902,0.23817997574327548
2016-06-30,0.7718278316366525,1.9029298240685668,0.723752915075238,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.18837378126943405,0.11435916225031374,0.5781770686086145,0.11908998787163774,0.39517191604308083,0.17673233341434982,0.1277425829093785,0.3003531676331908,0.3479863372182821,0.1625005117021535,0.23051919621700243,0.258993954862562
2016-07-31,0.7028639185131467,1.199369834326961,0.5637301090173423,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5075155193060513,0.24772790515416662,0.11525959810850123,0.12949697743128102,0.37467796404239884,0.18343883500748068,0.15564047543481407,0.2862427255153064,0.4141487946877339,0.20254143739330038,0.14364185977907215,0.23966790813989364
2016-08-31,0.6194753450212834,0.41228442570701873,0.5637301090173423,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.27190493852338843,0.3048925736598651,0.30336853374679984,0.11983395406994683,0.3533583224855423,0.19179588286313357,0.18623630459809587,0.2686094900532284,0.32236330165649474,0.23483196210779445,0.2308080056817944,0.21199673055391655
2016-09-30,0.7845394286353036,1.972737231374147,0.8056137874628652,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2261142338470188,0.4087414901147839,0.2591459107612391,0.10599836527695827,0.3981689526131482,0.17517560020336426,0.12595402569875383,0.3007014214847338,0.36109794460180583,0.2254998402949825,0.1546516253554579,0.2587505897477539
2016-10-31,0.6404384252795601,0.36273694037964777,0.8056137874628652,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.18054897230090292,0.3187229713831229,0.3713527614420973,0.12937529487387694,0.36575937153183613,0.18844224540696186,0.17244080278754023,0.27335758027366175,0.2991648287297604,0.23528618839467244,0.2439618998720998,0.22158708300346733
2016-11-30,0.6910226414020839,0.970034970099857,0.6495933305268409,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.46804060690070526,0.11764309419733622,0.30352275740022483,0.11079354150173366,0.37136554661984117,0.18480984448216928,0.16145046272299807,0.2823741461749915,0.40123595138771684,0.16405683939355573,0.20534758506231238,0.22935962415641506
2016-12-31,0.5971421109260061,0.0508730901944051,0.7609902611292606,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.32600159641413173,0.24297120872422506,0.21320561373405905,0.21782158112758404,0.35077284830081795,0.19312187172955655,0.1942187541127966,0.2618865258568289,0.34079355405602735,0.21320407040296685,0.20186776029996262,0.24413461524104313
2017-01-31,0.6046473333824876,-0.11101778443333368,0.7609902611292606,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.4719329391470077,0.23272998826062302,0.1732697649718478,0.12206730762052158,0.3456860947946367,0.19522225655483103,0.20149702647694734,0.25759462217358503,0.3955981213613926,0.21005103830349012,0.19033730336959637,0.204013536965521
2017-02-28,0.6392122655475109,0.4046082453334705,0.7474838503776482,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6117753632252868,0.10708670854497193,0.17573965912855752,0.10539826910118376,0.36309659605097255,0.18844982499817794,0.17541171984334558,0.27304185910750395,0.45281684506623143,0.1590950105450317,0.17553003631509517,0.21255810807364175
2017-03-31,0.6582004294340998,0.4188307642536578,0.9109642161650413,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2941457566756338,0.07954750527251585,0.08776501815754759,0.5385417198943028,0.37156250257140166,0.18603038606216435,0.16597073205228777,0.2764363793141461,0.3451014920696188,0.14963458313564254,0.1392400526272659,0.3660238721674727
2017-04-30,0.6984876825729991,0.7711885019126327,0.9109642161650413,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5306103542990491,0.18505414900469572,0.06962002631363297,0.2147154703826222,0.37663272961605493,0.18296214430111735,0.15923460989489013,0.28117051618793765,0.42305888006612946,0.18359290948736146,0.13221470912404962,0.2611335013224595
2017-05-31,0.6822608204747922,0.947570316626511,0.5923115832883923,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6002211749264363,0.09183029320055583,0.17733365105932372,0.13061488081368397,0.3679022341688354,0.18608021464536023,0.16536664399117687,0.2806509071946276,0.4417190637933208,0.1561333219351728,0.1691690309983822,0.23297858327312415
2017-06-30,0.6521640333145573,0.41386402415320944,0.8583415021622613,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.3233311745069584,0.13918162529655875,0.0845845154991911,0.45290268469729167,0.3663833282199557,0.18735025116646642,0.17401134586963232,0.2722550747439456,0.35140824071530496,0.17059547062309766,0.1429054778801148,0.3350908107814825
2017-07-31,0.5892920316541648,0.01825522749193831,0.726425498210574,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5755988264928457,0.08529773531154883,0.0714527389400574,0.2676506992555481,0.3433354614058409,0.194862401520828,0.20236469779270508,0.25943743928062607,0.43872787620189163,0.14986332005952538,0.14859811314016058,0.26281069059842244
2017-08-31,0.6063671919881699,-0.15516657998233038,0.726425498210574,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.249383223953684,0.07507028186269486,0.07443650810128599,0.6011099860823351,0.33584597890611767,0.19743885056214247,0.21337420360672338,0.25334096692501645,0.30181140188575245,0.14927056725259036,0.15868376838622542,0.39023426247543175
2017-09-30,0.6082580451612497,-0.1051319654144873,0.801322382477565,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6321816500173576,0.07863842792064127,0.08359747210781349,0.20558244995418756,0.3438516944259488,0.1953520836766957,0.2045538750304701,0.25624234686688546,0.45680263486789735,0.14963044801444197,0.15717017729928506,0.2363967398183756
2017-10-31,0.6799116222443897,-0.7062226367241944,0.801322382477565,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6426470923998956,0.10483966160589535,0.08417079787780135,0.16834244811640772,0.3237643881580597,0.2032873839933868,0.23351717097201438,0.2394310568765391,0.425835035653151,0.17177541224064,0.18571313268460363,0.21667641942160537
2017-11-30,0.7410289350653343,-1.552408797837226,0.6490506870577519,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6523340847961471,0.09337913027873232,0.12397675408116111,0.1303100308439594,0.2862280267509639,0.21602150300521772,0.2829102686614002,0.21484020158241826,0.38103890248195754,0.18426067713412558,0.24175108713674645,0.19294933324717045
2017-12-31,0.639032959527293,-0.34286312692367693,0.8150288087115314,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5120331886609096,0.09213033856706279,0.1432956011055465,0.2525408716664811,0.33555266857910415,0.19843625205672927,0.21604649485145283,0.24996458451271378,0.3992563196141176,0.16006332107961674,0.18978582004424865,0.250894539262017
2018-01-31,0.7559011043740897,-1.4506596709447774,0.8554171228382378,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6191213759615514,0.08258218632315659,0.09791704836982217,0.2003793893454699,0.30342602344626807,0.2109379948043851,0.2629292522554848,0.22270672949386214,0.3804869103494811,0.17960648370694637,0.22264995552219702,0.21725665042137554
2018-02-28,0.7399859395309027,-1.2556108079274302,0.8554171228382378,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.19189922408784918,0.09058483728875782,0.11229388592805767,0.6052220526953354,0.30821729397606556,0.2090083709139349,0.2560448175641637,0.2267295175458359,0.27797296031850216,0.17821658708095392,0.21866755413324415,0.32514289846729977
2018-03-31,0.6433933110450631,-0.5482440459532671,0.6325106297830038,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.13898648015925108,0.08910829354047696,0.5880414454767436,0.18386378082352833,0.32199465116877135,0.20355729909202175,0.23628811462931443,0.23815993510989253,0.25673271325336744,0.16274401816810016,0.3617257052716866,0.2187975633068458
2018-04-30,0.788934603394496,-2.509579919694948,0.6325106297830038,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.1715923790392562,0.08137200908405008,0.1808628526358433,0.5661727592408504,0.2741394510832826,0.2218954077197119,0.3056322522971788,0.19833288889982678,0.252495312651577,0.19223578085432258,0.2792977494734284,0.27597115702067215
2018-05-31,0.7403709340501601,-1.5646154126734593,0.635463370915204,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.4835099938905928,0.09611789042716129,0.2761962917355629,0.14417582394668302,0.2855147044184728,0.21648291306228493,0.2849706601982733,0.21303172232096898,0.3369200364865875,0.18523265466249644,0.28269257911000006,0.19515472974091602
2018-06-30,0.7975757750382144,-2.420973688175258,0.7388247893455475,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.24377846848705326,0.16176056031441122,0.14134628955500003,0.4531146816435355,0.27925181717347164,0.22034428474653248,0.29692735021229016,0.2034765478677057,0.2720711520588242,0.2084855197329855,0.2654339745900056,0.25400935361818455
2018-07-31,0.7978416278805132,-2.4280908069343647,0.7388247893455475,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.47444034810151836,0.10424275986649276,0.1327169872950028,0.288599904736986,0.27755535809832566,0.2205500550927121,0.29966359126377,0.2022309955451923,0.3173573071721325,0.19703756162415906,0.2659139375745674,0.2196911936291411
2018-08-31,0.7627782408941381,-1.861710794832841,0.6635627283540089,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5836273747334912,0.09851878081207953,0.1329569687872837,0.18489687566714552,0.27991343481355496,0.21872038464748794,0.2932269034516072,0.2081392770873499,0.3519609899063343,0.19020594873830646,0.25520738761875483,0.20262567373660445
2018-09-30,0.7922164589610099,-2.188035263895637,0.7780653434516959,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.19116831425089797,0.09510297436915323,0.12760369380937742,0.5861250175705714,0.2818344121274782,0.21860870581630373,0.29466957386352416,0.20488730819269385,0.2629954892584947,0.19294624759760423,0.2599560337190784,0.28410222942482266
2018-10-31,0.8,-2.5984159383687153,0.7780653434516959,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.13727010558582156,0.10070800778669901,0.13568366627465528,0.6263382203528242,0.27705355434168805,0.2206185347551099,0.3014881182723158,0.2008397926308862,0.24909686459051475,0.19663642936142772,0.26832722787278374,0.28593947817527376
2018-11-30,0.6351406200666301,-0.5459254434371283,0.5627625207798701,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6150997341793322,0.10079251285848935,0.13754000544802197,0.14656774751415652,0.3122984579947744,0.20634931355488123,0.24693027291204597,0.23442195553829842,0.42277834386650526,0.16783592470504538,0.20701820775437668,0.20236752367407274
2018-12-31,0.7709570238734436,-1.8219951053499164,0.7588716011224885,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2116397029367909,0.08401741896674182,0.10363177922253616,0.6007110988739311,0.290128858041781,0.21638046637787609,0.2818419073039874,0.21164876827635554,0.2721514683628752,0.1860636400696494,0.241024129192317,0.3007607623751585
2019-01-31,0.6388045103935232,-0.2632569723382603,0.905957655203008,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5779968767060057,0.0930318200348247,0.1205120645961585,0.20845923866301114,0.3396044604196178,0.19673099195172594,0.21444969780728845,0.24921484982136785,0.4257107259386507,0.1592753187794146,0.1805198483871207,0.234494106894814
2019-02-28,0.734537148749149,-1.1357693239433213,0.905957655203008,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6763271454903175,0.08976851808095151,0.1017420614700052,0.13216227495872576,0.3128012495057831,0.20734903508338173,0.2532685659082369,0.22658114950259833,0.4093038703573579,0.17613577578836745,0.21304390799998915,0.20151644585428552
2019-03-31,0.7675885044406534,-1.6466287803063009,0.8318317725856446,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6701304482293579,0.09836162198190362,0.11897267463380568,0.1125352551549329,0.2952287844104967,0.21410552096111604,0.2760178792960883,0.2146478153322991,0.3823602407863256,0.18720530829748736,0.2395187684101035,0.19091568250608362
2019-04-30,0.7095522109343806,-0.9562098507426549,0.8318317725856446,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5493644097170495,0.1848240299760017,0.11975938420505175,0.14605217610189714,0.310148786857071,0.20752566727758923,0.25488159292494067,0.22744395294039912,0.3796284356267068,0.20093202691517353,0.21563564614858577,0.2038038913095339
2019-05-31,0.7071342013519654,-1.021536623794318,0.7491643852141957,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.19017592208199854,0.10065745847335004,0.10802327747750491,0.6011433419671465,0.30849165032166553,0.20889452326107735,0.2555485942065963,0.22706523221066088,0.27384102007813166,0.1771955888387005,0.2123434745019267,0.3366199165812412
2019-06-30,0.6615635033219929,0.6157990882298158,0.7257160754951807,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6230015344053668,0.09199426978031075,0.110241925363056,0.17476227045126652,0.35796383120341585,0.18889737325788142,0.18373675776765366,0.26940203777104904,0.44766226296266953,0.156101826399706,0.15886342416470434,0.23737248647292009
2019-07-31,0.6573027948090896,-0.5287007556483857,0.7788191442961457,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.31946304639197765,0.078050913199853,0.07943171208235217,0.5230543283258172,0.321137125977945,0.20309619639106927,0.2371843870878277,0.2385822905431579,0.32056342358256684,0.16024352731913352,0.18312298625206128,0.3360700628462383
2019-08-31,0.6523878860258092,-0.48679113664567336,0.7788191442961457,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.17198254998364917,0.08597078898996971,0.09824563820874715,0.6438010228176341,0.3268025349883033,0.20192284130145302,0.22835510390667935,0.24291951980356424,0.27298523271538294,0.16161650327781235,0.18312747748736868,0.382270786519436
2019-09-30,0.6246576336224161,0.2539630318430667,0.7822441162819965,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.622724859390121,0.08386884523233229,0.09503169389065769,0.19837460148688899,0.3493975430559008,0.19219732230824363,0.19690822720802406,0.26149690742783155,0.45198886476442146,0.1515370553764912,0.158669648114339,0.23780443174474836
2019-10-31,0.6767315238574592,-0.6568504036329441,0.8231780109135798,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.3772882324475645,0.0757685276882456,0.1967424558179024,0.3502007840462875,0.3224464937731054,0.2029240018470345,0.23920631295533729,0.23542319142452287,0.34017509906340526,0.16181864548254057,0.22547908656738416,0.27252716888667006
2019-11-30,0.692524460056456,-0.8007663793489801,0.8231780109135798,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.545358184669177,0.08090932274127029,0.2374689081462177,0.13626358444333503,0.31986422575143,0.2044264654759637,0.24268218844651385,0.23302712032609252,0.3891981025236716,0.16644796532133005,0.24107923227130323,0.20327469988369518
2019-12-31,0.6291747736915885,0.23585013373343666,0.8456737184235408,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.6626898291151625,0.09191947807946559,0.13313396269757044,0.11225673010780159,0.3503641508959336,0.19156060068168648,0.1962442103509695,0.2618310380714104,0.46618239120350724,0.15461115884309373,0.1728413384825179,0.2063651114708811
2020-01-31,0.7079429464163375,-0.8599245109735636,0.9111772815591848,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.23309119560175362,0.07730557942154687,0.26171133262252333,0.4278918923541762,0.32127524900812787,0.20394282194740487,0.24115370994806412,0.23362821909640316,0.29552047419719785,0.1669575220213431,0.24715770865505138,0.2903642951264077
2020-02-29,0.6260405786828683,0.15567421729251762,0.9111772815591848,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.15475227732860167,0.08742899056361894,0.12942662730084004,0.6283921048069394,0.353482081842508,0.19113241587465504,0.19452841491840203,0.26085708736443486,0.2791651991480209,0.15235154295673559,0.17018298809422774,0.39830026980101574
2020-03-31,0.6782273212652796,0.5984985378913934,0.9009365321922473,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2791651991480209,0.15235154295673559,0.17018298809422774,0.39830026980101574,0.3688376809469273,0.18550022330424504,0.17452354330858966,0.271138552440238,0.33998352626970274,0.17483388363230595,0.17312687123006848,0.3120557188679228
2020-04-30,0.7680698700167625,-1.8441104053888981,0.7204478408818602,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5418927261049025,0.08741694181615298,0.08656343561503424,0.28412689646391026,0.29346856598020354,0.21551117622119184,0.28211929453497014,0.20890096326363447,0.35108561372890157,0.1858022637855279,0.23676399875668577,0.22634812372888477
2020-05-31,0.7786058304968428,2.0358110486983145,0.7204478408818602,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.36496062212068614,0.09290113189276394,0.11838199937834289,0.423756246608207,0.39279534506127145,0.1762030149192023,0.138044370810636,0.29295726920889026,0.3866328996924901,0.15776046370851482,0.13369123641692088,0.3219154001820742
2020-06-30,0.7428039972166091,-1.3943460288340153,0.7737097434037423,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.600572976851202,0.07895555943237398,0.06690945319485667,0.1611114084846619,0.3065294800145535,0.2107066139522613,0.2628508574112768,0.2199130486219085,0.38215629204539014,0.1768207693672497,0.21245551146704886,0.20478950182150127
2020-07-31,0.6046788962876667,0.10966696081954574,0.7628330227692572,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5784650818606482,0.08745114844729289,0.10507520433395237,0.20639878166558467,0.35066579787896324,0.19266250461782747,0.19937120298083383,0.25730049452237536,0.44071966224748216,0.15107023517342033,0.16209400472009197,0.2371779732149806
2020-08-31,0.791148054622433,1.7456114802235554,0.9991818148018865,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5451189495063471,0.0758742041336164,0.0814108324439248,0.29759601391611173,0.39532916187536604,0.17499738290599828,0.1341253336014036,0.295548121617232,0.4266130504197891,0.15429531418737796,0.12311580748505616,0.29597582790777677
2020-09-30,0.766291150893545,-1.629298600555133,0.8307276724981136,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2240586315409055,0.08103642613834659,0.06466084269811094,0.6302440996226369,0.30324544090432737,0.21209072016316036,0.26688891780357654,0.21777492112893568,0.2847387828235898,0.18146217193616215,0.21962642711366442,0.3141726181265836
2020-10-31,0.6479065952708336,0.4025676965826429,0.8307276724981136,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.1423693914117949,0.4034116146517106,0.10981321355683221,0.3444057803796623,0.36546993055224225,0.18767831412563946,0.17660992818595503,0.27024182713616324,0.2869177021293695,0.2636365864213243,0.15309124550746467,0.29635446594184156
2020-11-30,0.6283951533254379,-0.2701939147311361,0.7984825789723118,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5482710184430224,0.12885807155247245,0.07482665033498698,0.22558742468790535,0.34237998164018985,0.19676098799106997,0.21012736868830914,0.250731661680431,0.41889008880297307,0.17152793513914935,0.15984896598966475,0.24138794134807465
2020-12-31,0.6242047431635757,0.24794180126638785,0.7849205872070684,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.45959568553074964,0.33894526599848956,0.08025936796538537,0.1211996805053754,0.3587926752168242,0.19015074481656616,0.18612855611592455,0.264928023850685,0.3966739683676305,0.24606702011997983,0.14634341736382894,0.2109155941485606
2021-01-31,0.6433359710463213,0.3012946354686027,0.9046930557457056,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.19833698418381526,0.5990227710496107,0.09718244769229377,0.1054577970742803,0.36338576958750546,0.18831081380614734,0.1809591127279304,0.26734430387841684,0.3045188048115142,0.334796995216052,0.15107898984401746,0.20960521012841637
2021-02-28,0.7057244054769716,0.8450885481844148,0.9046930557457056,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2801446368801823,0.4407923188314446,0.17426043922416493,0.10480260506420819,0.3822467700504438,0.1816515043998908,0.15317444001666997,0.28292728553299545,0.35220060410969567,0.25791032163191807,0.15937953496956767,0.2305095392888186
2021-03-31,0.7578776664221945,1.4920530494252953,0.8442954180003994,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5722514573392635,0.15010695507709004,0.07600430929699102,0.1283690413517873,0.3923875207362312,0.17720686765311405,0.13748049416495445,0.2929251174457003,0.43593659679304786,0.1706453735804526,0.12259573682526256,0.25308241629743516
2021-04-30,0.8,3.347921994522588,0.8393981500996119,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.47588975628053237,0.20798725202495721,0.18844932601482012,0.12767366567969027,0.408018156465424,0.17103701937463328,0.11470995839135543,0.3062348657685872,0.42159247642844566,0.17842706590469806,0.12945783191604837,0.2705226257508078
2021-05-31,0.696856711507303,-0.8253696558776049,0.8393981500996119,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.2369938499447806,0.25576407690448905,0.37198076027532645,0.1352613128754039,0.32938080105725764,0.20303548447915074,0.22816402724355864,0.23941968722003304,0.3013743168832073,0.2190198033845589,0.271761104635085,0.2078447750971488
2021-06-30,0.8,2.334066221239524,0.8606265773962036,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.5960344573540654,0.10878612471675804,0.13498248544259522,0.13248467237180847,0.40552659150262327,0.1726346311233967,0.11759029094433823,0.3042484864296418,0.44362816467291166,0.15986492984206896,0.12106872984398963,0.2698957236180751
2021-07-31,0.75835913593355,-1.53723290625575,0.8172682633316413,Deterministic fallback using macro MRI and NLP regime signals to tilt exposures.,0.4222751595576648,0.37974665458650797,0.0626553137837558,0.13532287207207153,0.31060705116854936,0.21085773341791605,0.2549611669525758,0.2235740484609587,0.3375906293683612,0.25166819826034514,0.20849221442782628,0.2022489579434673
