Momentum (Q5) - p-value,,,0.013978780726511264,0.06693349631148737,0.06693349631148737,0.3731991562879218,0.20614304707719477,0.3207808800977765,0.29274083485504887
Momentum (Q5) - Significance,,,**,*,*,NS,NS,NS,NS
Long-term reversal (Q5) - Coefficient,,,0.008951596560680584,0.006941494082497062,0.006941494082497062,0.007339233303089683,0.006161042232900869,0.007183266172979156,0.006466768818964561
Long-term reversal (Q5) - t-statistic,,,2.2123684259753085,2.227070505955968,2.227070505955968,1.2423544975161451,1.8549305789621438,1.9168851663496664,1.6716374832457508
Long-term reversal (Q5) - p-value,,,0.026944081221549343,0.0259453825376168,0.0259453825376168,0.21410950205184842,0.06360988173167392,0.055256142745435,0.09459980851323979
Long-term reversal (Q5) - Significance,,,**,**,**,NS,*,*,*
Accruals (Q5) - Coefficient,,,,-0.009536559555999576,-0.009536559555999576,-0.00953701026542557,-0.01062407824760989,-0.009617841283810774,-0.011534633414880995
Accruals (Q5) - t-statistic,,,,-6.146542187334763,-6.146542187334763,-5.00579461341597,-5.072968081193942,-5.645751779031852,-7.5845039590516246
Accruals (Q5) - p-value,,,,7.95693066990566e-10,7.95693066990566e-10,5.57519709287746e-07,3.925470586363389e-07,1.650260772478873e-08,3.375077994860476e-14
Accruals (Q5) - Significance,,,,***,***,***,***,***,***
SUE (Q5) - Coefficient,,,,-0.001225124630550206,-0.001225124630550206,-0.0009846969769605255,-0.001253244486260071,-0.0007006645454961596,-0.0019905109541062927
SUE (Q5) - t-statistic,,,,-0.4413956168539869,-0.4413956168539869,-0.2380633992640047,-0.4543271470823936,-0.208974502771335,-0.5541308492551352
SUE (Q5) - p-value,,,,0.6589278287833187,0.6589278287833187,0.8118325422920929,0.6495946340287997,0.8344686844418245,0.5794908751844621
SUE (Q5) - Significance,,,,NS,NS,NS,NS,NS,NS
Gross profitability (Q5) - Coefficient,,,,-0.005800250721514352,-0.005800250721514352,-0.005332889586420503,-0.0055864258110500005,-0.005737715548457493,-0.0063326883265559615
Gross profitability (Q5) - t-statistic,,,,-1.0374746819280636,-1.0374746819280636,-0.8243873401985047,-0.8716875578386332,-0.8948309494749205,-1.1941425251238722
Gross profitability (Q5) - p-value,,,,0.2995178800236462,0.2995178800236462,0.4097220069519083,0.38338151172953294,0.370880202695701,0.2324258240331658
Gross profitability (Q5) - Significance,,,,NS,NS,NS,NS,NS,NS
Earnings yield (Q5) - Coefficient,,,,-0.009555360925877918,-0.009555360925877918,-0.011078065638614222,-0.009095182328507815,-0.010249146092759849,-0.010658324650471144
Earnings yield (Q5) - t-statistic,,,,-0.7039980770416358,-0.7039980770416358,-0.7574784113237182,-0.6385869016300992,-0.6720247666369893,-0.6979074641699636
Earnings yield (Q5) - p-value,,,,0.4814360562973319,0.4814360562973319,0.44876556533564793,0.5230935648092006,0.5015699043985524,0.4852371302389664
Earnings yield (Q5) - Significance,,,,NS,NS,NS,NS,NS,NS
Mispricing Signal (ts) (Q5) - Coefficient,,,,,,-0.005498905565952651,,,
Mispricing Signal (ts) (Q5) - t-statistic,,,,,,-1.3817786694623297,,,
Mispricing Signal (ts) (Q5) - p-value,,,,,,0.16704359685353154,,,
Mispricing Signal (ts) (Q5) - Significance,,,,,,NS,,,
Mispricing Signal (lasso) (Q5) - Coefficient,,,,,,,0.0034610228276782933,,
Mispricing Signal (lasso) (Q5) - t-statistic,,,,,,,0.5234327244152431,,
Mispricing Signal (lasso) (Q5) - p-value,,,,,,,0.6006746317397083,,
Mispricing Signal (lasso) (Q5) - Significance,,,,,,,NS,,
Mispricing Signal (pls) (Q5) - Coefficient,,,,,,,,-0.007464354029653675,
Mispricing Signal (pls) (Q5) - t-statistic,,,,,,,,-1.2143080277597655,
Mispricing Signal (pls) (Q5) - p-value,,,,,,,,0.22463376879718044,
Mispricing Signal (pls) (Q5) - Significance,,,,,,,,NS,
Mispricing Signal (xgb) (Q5) - Coefficient,,,,,,,,,0.0027060648025720524
Mispricing Signal (xgb) (Q5) - t-statistic,,,,,,,,,0.5578981891739279
Mispricing Signal (xgb) (Q5) - p-value,,,,,,,,,0.5769154967599168
Mispricing Signal (xgb) (Q5) - Significance,,,,,,,,,NS
Number of observations,78694,78694,78694,78694,78694,78694,78694,78694,78694
R-squared,0.008370180467396127,-0.0015797207802143998,-0.001685035550531122,-0.004345204509387024,-0.004345204509387024,-0.0066799332181954885,-0.006464376007380146,-0.0057504585827388155,-0.004508701623601841
Industry control,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
