ticker,model_name,accuracy,precision,roc_auc,sharpe,max_drawdown,report_path,best_params
CETXP,gradient_boosting,0.6553191489361702,0.0,0.5978835978835978,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
CETXP,random_forest,0.6553191489361702,0.0,0.6010501843835176,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=3, min_samples_leaf=10, n_estimators=200,
                       random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=3, min_samples_leaf=10, n_estimators=200,
                       random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 10, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 200, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
AMZN,gradient_boosting,0.47298494242692646,0.5098039215686274,0.47979336917788373,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(max_depth=2, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(max_depth=2, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.1, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
AMZN,random_forest,0.48095659875996455,0.5297619047619048,0.48507876147424356,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=5, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=5, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 100, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
FCFS,gradient_boosting,0.5013286093888397,0.5625,0.49706270005648656,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
FCFS,random_forest,0.4995571302037201,0.5,0.4938366911441663,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=3, min_samples_leaf=5, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=3, min_samples_leaf=5, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 100, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
NCV,gradient_boosting,0.5322916666666667,0.5494880546075085,0.5449855900276046,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(n_estimators=200, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(n_estimators=200, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.1, 'clf__loss': 'log_loss', 'clf__max_depth': 3, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 200, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
NCV,random_forest,0.5239583333333333,0.5152394775036284,0.5335769718224275,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(min_samples_leaf=5, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(min_samples_leaf=5, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 100, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
HDP,gradient_boosting,0.545,0.5109489051094891,0.5638799678843839,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 3, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
HDP,random_forest,0.535,0.5035971223021583,0.5514853472501003,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=3, min_samples_leaf=5, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=3, min_samples_leaf=5, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 100, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
CHKP,gradient_boosting,0.503985828166519,0.5067264573991032,0.5031365915809426,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, max_depth=2, n_estimators=200,
                           random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, max_depth=2, n_estimators=200,
                           random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 200, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
CHKP,random_forest,0.4924712134632418,0.49410377358490565,0.5098742225206963,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=3, min_samples_leaf=5, n_estimators=200,
                       random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=3, min_samples_leaf=5, n_estimators=200,
                       random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 200, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
PSCH,gradient_boosting,0.4983164983164983,0.5925925925925926,0.511495965523565,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(n_estimators=200, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(n_estimators=200, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.1, 'clf__loss': 'log_loss', 'clf__max_depth': 3, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 200, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
PSCH,random_forest,0.494949494949495,0.5619469026548672,0.5071864111498259,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(min_samples_leaf=5, n_estimators=200, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(min_samples_leaf=5, n_estimators=200, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 200, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
CX,gradient_boosting,0.5403011514614703,0.4657534246575342,0.5019012611699094,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, max_depth=2, n_estimators=200,
                           random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, max_depth=2, n_estimators=200,
                           random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 200, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
CX,random_forest,0.5394154118689105,0.47150259067357514,0.5202389251536852,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=3, n_estimators=200, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=3, n_estimators=200, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 200, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
DSWL,gradient_boosting,0.5783879539415412,0.0,0.6064801111868943,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
DSWL,random_forest,0.5783879539415412,0.0,0.6163987800326869,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(max_depth=3, min_samples_leaf=10, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(max_depth=3, min_samples_leaf=10, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 10, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 100, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
PVBC,gradient_boosting,0.47335423197492166,1.0,0.5580670611439842,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 3, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
PVBC,random_forest,0.5266457680250783,0.6323529411764706,0.525069033530572,,,,"{'memory': None, 'steps': [('clf', RandomForestClassifier(n_estimators=200, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': RandomForestClassifier(n_estimators=200, random_state=42), 'clf__bootstrap': True, 'clf__ccp_alpha': 0.0, 'clf__class_weight': None, 'clf__criterion': 'gini', 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__max_leaf_nodes': None, 'clf__max_samples': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__monotonic_cst': None, 'clf__n_estimators': 200, 'clf__n_jobs': None, 'clf__oob_score': False, 'clf__random_state': 42, 'clf__verbose': 0, 'clf__warm_start': False}"
CXE,gradient_boosting,0.5686448184233835,0.5365853658536586,0.5005940404330746,,,,"{'memory': None, 'steps': [('clf', GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42))], 'transform_input': None, 'verbose': False, 'clf': GradientBoostingClassifier(learning_rate=0.01, max_depth=2, random_state=42), 'clf__ccp_alpha': 0.0, 'clf__criterion': 'friedman_mse', 'clf__init': None, 'clf__learning_rate': 0.01, 'clf__loss': 'log_loss', 'clf__max_depth': 2, 'clf__max_features': None, 'clf__max_leaf_nodes': None, 'clf__min_impurity_decrease': 0.0, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__min_weight_fraction_leaf': 0.0, 'clf__n_estimators': 100, 'clf__n_iter_no_change': None, 'clf__random_state': 42, 'clf__subsample': 1.0, 'clf__tol': 0.0001, 'clf__validation_fraction': 0.1, 'clf__verbose': 0, 'clf__warm_start': False}"
